"","Year","Month","Day","Maximum.temperature..Degree.C."
"925",2015,"December",12,18.3
"926",2015,"December",13,28.3
"927",2015,"December",14,22.7
"928",2015,"December",15,24.6
"929",2015,"December",16,27.5
"930",2015,"December",17,37.2
"931",2015,"December",18,35.4
"932",2015,"December",19,41.2
"933",2015,"December",20,37.8
"934",2015,"December",21,20.2
"935",2015,"December",22,22.8
"936",2015,"December",23,26
"937",2015,"December",24,34.6
"938",2015,"December",25,34.1
"939",2015,"December",26,20
"940",2015,"December",27,19.4
"941",2015,"December",28,20.8
"942",2015,"December",29,23.9
"943",2015,"December",30,34.7
"944",2015,"December",31,39.7
"945",2016,"January",1,24.2
"946",2016,"January",2,27.6
"947",2016,"January",3,27.1
"948",2016,"January",4,26
"949",2016,"January",5,25.7
"950",2016,"January",6,25.7
"951",2016,"January",7,21.3
"952",2016,"January",8,20.6
"953",2016,"January",9,21.4
"954",2016,"January",10,31.5
"955",2016,"January",11,36.4
"956",2016,"January",12,24.8
"957",2016,"January",13,42.2
"958",2016,"January",14,18.1
"959",2016,"January",15,19.2
"960",2016,"January",16,22.3
"961",2016,"January",17,32.7
"962",2016,"January",18,35.3
"963",2016,"January",19,30.9
"964",2016,"January",20,29.1
"965",2016,"January",21,26.7
"966",2016,"January",22,22.8
"967",2016,"January",23,21.9
"968",2016,"January",24,22.2
"969",2016,"January",25,20.9
"970",2016,"January",26,29.4
"971",2016,"January",27,29.5
"972",2016,"January",28,27.5
"973",2016,"January",29,18.3
"974",2016,"January",30,22.4
"975",2016,"January",31,21.8
"976",2016,"February",1,23.6
"977",2016,"February",2,31.5
"978",2016,"February",3,21
"979",2016,"February",4,20.9
"980",2016,"February",5,29.4
"981",2016,"February",6,32.6
"982",2016,"February",7,27.7
"983",2016,"February",8,22.9
"984",2016,"February",9,22.7
"985",2016,"February",10,23.3
"986",2016,"February",11,23.8
"987",2016,"February",12,24.9
"988",2016,"February",13,30.3
"989",2016,"February",14,24.5
"990",2016,"February",15,26.1
"991",2016,"February",16,18.4
"992",2016,"February",17,21.1
"993",2016,"February",18,22.6
"994",2016,"February",19,22
"995",2016,"February",20,20.8
"996",2016,"February",21,24.7
"997",2016,"February",22,29.5
"998",2016,"February",23,39.4
"999",2016,"February",24,25.6
"1000",2016,"February",25,26.4
"1001",2016,"February",26,23.5
"1002",2016,"February",27,22.2
"1003",2016,"February",28,22.7
"1004",2016,"February",29,23.7
"1005",2016,"March",1,33.7
"1006",2016,"March",2,34.7
"1007",2016,"March",3,23.9
"1008",2016,"March",4,33
"1009",2016,"March",5,23.7
"1010",2016,"March",6,25.2
"1011",2016,"March",7,24.9
"1012",2016,"March",8,38.9
"1013",2016,"March",9,28.5
"1014",2016,"March",10,22.1
"1015",2016,"March",11,26.1
"1016",2016,"March",12,22.3
"1017",2016,"March",13,23.2
"1018",2016,"March",14,21.3
"1019",2016,"March",15,26.8
"1020",2016,"March",16,31.4
"1021",2016,"March",17,32.5
"1022",2016,"March",18,19.5
"1023",2016,"March",19,18.8
"1024",2016,"March",20,23.3
"1025",2016,"March",21,23.5
"1026",2016,"March",22,24.3
"1027",2016,"March",23,28.8
"1028",2016,"March",24,21.2
"1029",2016,"March",25,20.4
"1030",2016,"March",26,20.2
"1031",2016,"March",27,19.9
"1032",2016,"March",28,19.2
"1033",2016,"March",29,17.9
"1034",2016,"March",30,18.7
"1035",2016,"March",31,22.7
"1036",2016,"April",1,26.5
"1037",2016,"April",2,19.5
"1038",2016,"April",3,18.8
"1039",2016,"April",4,21.2
"1040",2016,"April",5,29
"1041",2016,"April",6,15.6
"1042",2016,"April",7,18.4
"1043",2016,"April",8,20
"1044",2016,"April",9,22.3
"1045",2016,"April",10,23.5
"1046",2016,"April",11,20.1
"1047",2016,"April",12,18.7
"1048",2016,"April",13,20
"1049",2016,"April",14,27
"1050",2016,"April",15,27
"1051",2016,"April",16,20.3
"1052",2016,"April",17,19.8
"1053",2016,"April",18,25
"1054",2016,"April",19,27.4
"1055",2016,"April",20,28
"1056",2016,"April",21,24.2
"1057",2016,"April",22,16.7
"1058",2016,"April",23,18.6
"1059",2016,"April",24,20
"1060",2016,"April",25,25
"1061",2016,"April",26,25.6
"1062",2016,"April",27,25.4
"1063",2016,"April",28,24.9
"1064",2016,"April",29,20.6
"1065",2016,"April",30,24.1
"1066",2016,"May",1,17
"1067",2016,"May",2,18.4
"1068",2016,"May",3,20.1
"1069",2016,"May",4,18.2
"1070",2016,"May",5,20.5
"1071",2016,"May",6,24.7
"1072",2016,"May",7,25.7
"1073",2016,"May",8,20.4
"1074",2016,"May",9,22.2
"1075",2016,"May",10,17.2
"1076",2016,"May",11,17.4
"1077",2016,"May",12,21.4
"1078",2016,"May",13,21.6
"1079",2016,"May",14,21.7
"1080",2016,"May",15,22
"1081",2016,"May",16,19.6
"1082",2016,"May",17,17.1
"1083",2016,"May",18,19.3
"1084",2016,"May",19,18.4
"1085",2016,"May",20,17.4
"1086",2016,"May",21,18.5
"1087",2016,"May",22,22.2
"1088",2016,"May",23,17.2
"1089",2016,"May",24,15.8
"1090",2016,"May",25,15.6
"1091",2016,"May",26,12.5
"1092",2016,"May",27,14.4
"1093",2016,"May",28,13.2
"1094",2016,"May",29,13.9
"1095",2016,"May",30,15.4
"1096",2016,"May",31,17.4
"1097",2016,"June",1,17
"1098",2016,"June",2,12.8
"1099",2016,"June",3,14.1
"1100",2016,"June",4,13.4
"1101",2016,"June",5,14.1
"1102",2016,"June",6,14.5
"1103",2016,"June",7,15.3
"1104",2016,"June",8,14.7
"1105",2016,"June",9,17.5
"1106",2016,"June",10,15.8
"1107",2016,"June",11,13.5
"1108",2016,"June",12,13.8
"1109",2016,"June",13,13.4
"1110",2016,"June",14,15.6
"1111",2016,"June",15,17.9
"1112",2016,"June",16,14.3
"1113",2016,"June",17,15.1
"1114",2016,"June",18,12.7
"1115",2016,"June",19,13.5
"1116",2016,"June",20,13.2
"1117",2016,"June",21,14.7
"1118",2016,"June",22,15.4
"1119",2016,"June",23,14.8
"1120",2016,"June",24,10.7
"1121",2016,"June",25,12.7
"1122",2016,"June",26,11.1
"1123",2016,"June",27,10.6
"1124",2016,"June",28,17
"1125",2016,"June",29,15.8
"1126",2016,"June",30,11.7
"1127",2016,"July",1,14.1
"1128",2016,"July",2,16.5
"1129",2016,"July",3,16.7
"1130",2016,"July",4,12.7
"1131",2016,"July",5,12.8
"1132",2016,"July",6,13
"1133",2016,"July",7,13.7
"1134",2016,"July",8,15.3
"1135",2016,"July",9,15.2
"1136",2016,"July",10,14.2
"1137",2016,"July",11,16
"1138",2016,"July",12,13.7
"1139",2016,"July",13,12
"1140",2016,"July",14,14
"1141",2016,"July",15,14.1
"1142",2016,"July",16,13.7
"1143",2016,"July",17,16.1
"1144",2016,"July",18,17.7
"1145",2016,"July",19,16
"1146",2016,"July",20,16.1
"1147",2016,"July",21,18.1
"1148",2016,"July",22,18.3
"1149",2016,"July",23,11.6
"1150",2016,"July",24,11.4
"1151",2016,"July",25,14.3
"1152",2016,"July",26,11
"1153",2016,"July",27,12.9
"1154",2016,"July",28,15.2
"1155",2016,"July",29,15.3
"1156",2016,"July",30,13.8
"1157",2016,"July",31,17
"1158",2016,"August",1,14.4
"1159",2016,"August",2,13.4
"1160",2016,"August",3,12.8
"1161",2016,"August",4,14.6
"1162",2016,"August",5,14.6
"1163",2016,"August",6,14.4
"1164",2016,"August",7,16.6
"1165",2016,"August",8,14.2
"1166",2016,"August",9,18.9
"1167",2016,"August",10,15.3
"1168",2016,"August",11,15.7
"1169",2016,"August",12,14.1
"1170",2016,"August",13,15.1
"1171",2016,"August",14,18.7
"1172",2016,"August",15,18.1
"1173",2016,"August",16,18.2
"1174",2016,"August",17,15.6
"1175",2016,"August",18,21.6
"1176",2016,"August",19,16.4
"1177",2016,"August",20,13.6
"1178",2016,"August",21,14.8
"1179",2016,"August",22,16
"1180",2016,"August",23,13.4
"1181",2016,"August",24,12.7
"1182",2016,"August",25,13
"1183",2016,"August",26,14.4
"1184",2016,"August",27,16.3
"1185",2016,"August",28,19
"1186",2016,"August",29,20.4
"1187",2016,"August",30,16.8
"1188",2016,"August",31,20.2
"1189",2016,"September",1,15.5
"1190",2016,"September",2,15
"1191",2016,"September",3,15.7
"1192",2016,"September",4,16.9
"1193",2016,"September",5,18.4
"1194",2016,"September",6,21.5
"1195",2016,"September",7,21
"1196",2016,"September",8,23.3
"1197",2016,"September",9,16.7
"1198",2016,"September",10,14.3
"1199",2016,"September",11,17
"1200",2016,"September",12,13.6
"1201",2016,"September",13,14.6
"1202",2016,"September",14,16.1
"1203",2016,"September",15,14.6
"1204",2016,"September",16,15.7
"1205",2016,"September",17,19.8
"1206",2016,"September",18,12.5
"1207",2016,"September",19,16.3
"1208",2016,"September",20,18.8
"1209",2016,"September",21,15.2
"1210",2016,"September",22,13.4
"1211",2016,"September",23,16.5
"1212",2016,"September",24,20.1
"1213",2016,"September",25,14.7
"1214",2016,"September",26,16.9
"1215",2016,"September",27,14.8
"1216",2016,"September",28,19.3
"1217",2016,"September",29,16.7
"1218",2016,"September",30,16.4
"1219",2016,"October",1,18.6
"1220",2016,"October",2,24
"1221",2016,"October",3,15.9
"1222",2016,"October",4,17.1
"1223",2016,"October",5,17.1
"1224",2016,"October",6,27.2
"1225",2016,"October",7,22.5
"1226",2016,"October",8,16.9
"1227",2016,"October",9,22
"1228",2016,"October",10,16.8
"1229",2016,"October",11,15.1
"1230",2016,"October",12,15.4
"1231",2016,"October",13,14.6
"1232",2016,"October",14,22.7
"1233",2016,"October",15,24.8
"1234",2016,"October",16,23.1
"1235",2016,"October",17,18.9
"1236",2016,"October",18,16.6
"1237",2016,"October",19,16.5
"1238",2016,"October",20,21.8
"1239",2016,"October",21,17.6
"1240",2016,"October",22,13.2
"1241",2016,"October",23,14.1
"1242",2016,"October",24,17.1
"1243",2016,"October",25,25.7
"1244",2016,"October",26,18.5
"1245",2016,"October",27,15.4
"1246",2016,"October",28,16.6
"1247",2016,"October",29,25.6
"1248",2016,"October",30,28
"1249",2016,"October",31,17.5
"1250",2016,"November",1,18.4
"1251",2016,"November",2,18.5
"1252",2016,"November",3,19.1
"1253",2016,"November",4,29.2
"1254",2016,"November",5,16.8
"1255",2016,"November",6,21.4
"1256",2016,"November",7,25.9
"1257",2016,"November",8,18.2
"1258",2016,"November",9,17.4
"1259",2016,"November",10,17.5
"1260",2016,"November",11,23.8
"1261",2016,"November",12,25.5
"1262",2016,"November",13,19
"1263",2016,"November",14,15.9
"1264",2016,"November",15,19.2
"1265",2016,"November",16,21.6
"1266",2016,"November",17,31.4
"1267",2016,"November",18,18.9
"1268",2016,"November",19,19.4
"1269",2016,"November",20,33.3
"1270",2016,"November",21,35
"1271",2016,"November",22,14.9
"1272",2016,"November",23,16.8
"1273",2016,"November",24,17
"1274",2016,"November",25,17.9
"1275",2016,"November",26,17.4
"1276",2016,"November",27,16.3
"1277",2016,"November",28,19.6
"1278",2016,"November",29,20
"1279",2016,"November",30,18.9
"1280",2016,"December",1,21.9
"1281",2016,"December",2,21.6
"1282",2016,"December",3,23.9
"1283",2016,"December",4,31.7
"1284",2016,"December",5,21.5
"1285",2016,"December",6,20.8
"1286",2016,"December",7,28.3
"1287",2016,"December",8,23.2
"1288",2016,"December",9,17.3
"1289",2016,"December",10,18.8
"1290",2016,"December",11,19.3
"1291",2016,"December",12,32.8
"1292",2016,"December",13,36.3
"1293",2016,"December",14,19.3
"1294",2016,"December",15,18.6
"1295",2016,"December",16,25.5
"1296",2016,"December",17,20.9
"1297",2016,"December",18,17.5
"1298",2016,"December",19,30.2
"1299",2016,"December",20,21.5
"1300",2016,"December",21,19.9
"1301",2016,"December",22,20
"1302",2016,"December",23,26.3
"1303",2016,"December",24,34.9
"1304",2016,"December",25,36.3
"1305",2016,"December",26,29.3
"1306",2016,"December",27,29.8
"1307",2016,"December",28,38.2
"1308",2016,"December",29,33.5
"1309",2016,"December",30,27.8
"1310",2016,"December",31,23.8
"1311",2017,"January",1,21.1
"1312",2017,"January",2,17.8
"1313",2017,"January",3,19.5
"1314",2017,"January",4,29.3
"1315",2017,"January",5,31.7
"1316",2017,"January",6,35.2
"1317",2017,"January",7,36.7
"1318",2017,"January",8,33.1
"1319",2017,"January",9,24.4
"1320",2017,"January",10,26.2
"1321",2017,"January",11,24.3
"1322",2017,"January",12,26.5
"1323",2017,"January",13,28.8
"1324",2017,"January",14,23.5
"1325",2017,"January",15,21.5
"1326",2017,"January",16,32.7
"1327",2017,"January",17,37.8
"1328",2017,"January",18,20.8
"1329",2017,"January",19,23.4
"1330",2017,"January",20,20.8
"1331",2017,"January",21,22.6
"1332",2017,"January",22,29.6
"1333",2017,"January",23,36.7
"1334",2017,"January",24,22
"1335",2017,"January",25,21.1
"1336",2017,"January",26,21.2
"1337",2017,"January",27,23.6
"1338",2017,"January",28,29.2
"1339",2017,"January",29,27
"1340",2017,"January",30,30
"1341",2017,"January",31,22.1
"1342",2017,"February",1,20.6
"1343",2017,"February",2,24.1
"1344",2017,"February",3,27.6
"1345",2017,"February",4,35.9
"1346",2017,"February",5,30.7
"1347",2017,"February",6,18
"1348",2017,"February",7,27.6
"1349",2017,"February",8,36
"1350",2017,"February",9,36
"1351",2017,"February",10,27.1
"1352",2017,"February",11,24.6
"1353",2017,"February",12,19.9
"1354",2017,"February",13,21
"1355",2017,"February",14,19.5
"1356",2017,"February",15,31.5
"1357",2017,"February",16,23.6
"1358",2017,"February",17,25.5
"1359",2017,"February",18,18.9
"1360",2017,"February",19,17.3
"1361",2017,"February",20,20.3
"1362",2017,"February",21,24
"1363",2017,"February",22,33.3
"1364",2017,"February",23,25
"1365",2017,"February",24,20
"1366",2017,"February",25,19.4
"1367",2017,"February",26,29.8
"1368",2017,"February",27,33.1
"1369",2017,"February",28,33.6
"1370",2017,"March",1,30.5
"1371",2017,"March",2,23.3
"1372",2017,"March",3,28.6
"1373",2017,"March",4,27.4
"1374",2017,"March",5,25.4
"1375",2017,"March",6,27.4
"1376",2017,"March",7,28.2
"1377",2017,"March",8,31.5
"1378",2017,"March",9,32.3
"1379",2017,"March",10,23.8
"1380",2017,"March",11,26.4
"1381",2017,"March",12,27.1
"1382",2017,"March",13,24.3
"1383",2017,"March",14,32.7
"1384",2017,"March",15,33.2
"1385",2017,"March",16,23
"1386",2017,"March",17,22.1
"1387",2017,"March",18,30.8
"1388",2017,"March",19,33.5
"1389",2017,"March",20,28
"1390",2017,"March",21,26.1
"1391",2017,"March",22,21.8
"1392",2017,"March",23,25.1
"1393",2017,"March",24,24.7
"1394",2017,"March",25,29.7
"1395",2017,"March",26,26.7
"1396",2017,"March",27,31.9
"1397",2017,"March",28,24.3
"1398",2017,"March",29,27.2
"1399",2017,"March",30,17.9
"1400",2017,"March",31,17.9
"1401",2017,"April",1,19
"1402",2017,"April",2,18.2
"1403",2017,"April",3,21.5
"1404",2017,"April",4,24.4
"1405",2017,"April",5,25.4
"1406",2017,"April",6,26.6
"1407",2017,"April",7,26.2
"1408",2017,"April",8,28.1
"1409",2017,"April",9,15.2
"1410",2017,"April",10,17
"1411",2017,"April",11,18.5
"1412",2017,"April",12,19.3
"1413",2017,"April",13,22.2
"1414",2017,"April",14,17.9
"1415",2017,"April",15,17.3
"1416",2017,"April",16,22.6
"1417",2017,"April",17,18.3
"1418",2017,"April",18,20.4
"1419",2017,"April",19,26.9
"1420",2017,"April",20,26.5
"1421",2017,"April",21,20.9
"1422",2017,"April",22,22.5
"1423",2017,"April",23,21.8
"1424",2017,"April",24,24.7
"1425",2017,"April",25,17.7
"1426",2017,"April",26,14.5
"1427",2017,"April",27,15.6
"1428",2017,"April",28,19.8
"1429",2017,"April",29,18.1
"1430",2017,"April",30,17.8
"1431",2017,"May",1,20.4
"1432",2017,"May",2,15.2
"1433",2017,"May",3,15.3
"1434",2017,"May",4,16.9
"1435",2017,"May",5,20.5
"1436",2017,"May",6,20
"1437",2017,"May",7,14.8
"1438",2017,"May",8,15.8
"1439",2017,"May",9,15.9
"1440",2017,"May",10,17.7
"1441",2017,"May",11,16.5
"1442",2017,"May",12,19.5
"1443",2017,"May",13,15.6
"1444",2017,"May",14,15.1
"1445",2017,"May",15,16.9
"1446",2017,"May",16,18.2
"1447",2017,"May",17,17
"1448",2017,"May",18,20.2
"1449",2017,"May",19,17.8
"1450",2017,"May",20,19.3
"1451",2017,"May",21,18.7
"1452",2017,"May",22,20.3
"1453",2017,"May",23,19.3
"1454",2017,"May",24,17.1
"1455",2017,"May",25,18.5
"1456",2017,"May",26,18
"1457",2017,"May",27,17.8
"1458",2017,"May",28,15.3
"1459",2017,"May",29,14.8
"1460",2017,"May",30,13.1
"1461",2017,"May",31,13
"1462",2017,"June",1,13.9
"1463",2017,"June",2,14.7
"1464",2017,"June",3,14.3
"1465",2017,"June",4,15.8
"1466",2017,"June",5,17.5
"1467",2017,"June",6,13.9
"1468",2017,"June",7,14.3
"1469",2017,"June",8,15
"1470",2017,"June",9,15
"1471",2017,"June",10,15.8
"1472",2017,"June",11,15.5
"1473",2017,"June",12,15.9
"1474",2017,"June",13,15.1
"1475",2017,"June",14,17.4
"1476",2017,"June",15,19
"1477",2017,"June",16,17.1
"1478",2017,"June",17,15.5
"1479",2017,"June",18,16.3
"1480",2017,"June",19,16.1
"1481",2017,"June",20,15.8
"1482",2017,"June",21,13.5
"1483",2017,"June",22,14.1
"1484",2017,"June",23,14.9
"1485",2017,"June",24,12.3
"1486",2017,"June",25,14.3
"1487",2017,"June",26,12.6
"1488",2017,"June",27,12.1
"1489",2017,"June",28,14.1
"1490",2017,"June",29,13.7
"1491",2017,"June",30,12.3
"1492",2017,"July",1,12.7
"1493",2017,"July",2,14.3
"1494",2017,"July",3,13.9
"1495",2017,"July",4,16.2
"1496",2017,"July",5,15.8
"1497",2017,"July",6,15
"1498",2017,"July",7,14.2
"1499",2017,"July",8,13.5
"1500",2017,"July",9,14.6
"1501",2017,"July",10,16
"1502",2017,"July",11,14.3
"1503",2017,"July",12,15.1
"1504",2017,"July",13,13.3
"1505",2017,"July",14,15.9
"1506",2017,"July",15,12
"1507",2017,"July",16,12.5
"1508",2017,"July",17,15.3
"1509",2017,"July",18,14.5
"1510",2017,"July",19,13.2
"1511",2017,"July",20,10.7
"1512",2017,"July",21,13.8
"1513",2017,"July",22,12.4
"1514",2017,"July",23,14.1
"1515",2017,"July",24,16.1
"1516",2017,"July",25,17.2
"1517",2017,"July",26,15
"1518",2017,"July",27,14.2
"1519",2017,"July",28,14.3
"1520",2017,"July",29,17.9
"1521",2017,"July",30,18.1
"1522",2017,"July",31,14.8
"1523",2017,"August",1,15.5
"1524",2017,"August",2,12.9
"1525",2017,"August",3,9
"1526",2017,"August",4,12.1
"1527",2017,"August",5,14.2
"1528",2017,"August",6,13
"1529",2017,"August",7,12.3
"1530",2017,"August",8,15
"1531",2017,"August",9,16.8
"1532",2017,"August",10,18.8
"1533",2017,"August",11,16.4
"1534",2017,"August",12,17.9
"1535",2017,"August",13,18.7
"1536",2017,"August",14,20.1
"1537",2017,"August",15,17.5
"1538",2017,"August",16,18.1
"1539",2017,"August",17,15.6
"1540",2017,"August",18,12.2
"1541",2017,"August",19,11.8
"1542",2017,"August",20,13.3
"1543",2017,"August",21,12.7
"1544",2017,"August",22,16.8
"1545",2017,"August",23,18.1
"1546",2017,"August",24,13.3
"1547",2017,"August",25,15
"1548",2017,"August",26,15.3
"1549",2017,"August",27,10.7
"1550",2017,"August",28,11.8
"1551",2017,"August",29,12.9
"1552",2017,"August",30,13.8
"1553",2017,"August",31,16.7
"1554",2017,"September",1,17
"1555",2017,"September",2,18.4
"1556",2017,"September",3,17.2
"1557",2017,"September",4,13.7
"1558",2017,"September",5,13.3
"1559",2017,"September",6,15.1
"1560",2017,"September",7,15.2
"1561",2017,"September",8,13.5
"1562",2017,"September",9,14.9
"1563",2017,"September",10,16.1
"1564",2017,"September",11,18.1
"1565",2017,"September",12,19.9
"1566",2017,"September",13,16.4
"1567",2017,"September",14,15.3
"1568",2017,"September",15,16.7
"1569",2017,"September",16,13.3
"1570",2017,"September",17,18.1
"1571",2017,"September",18,22
"1572",2017,"September",19,13.9
"1573",2017,"September",20,19.2
"1574",2017,"September",21,23.6
"1575",2017,"September",22,25.6
"1576",2017,"September",23,30.6
"1577",2017,"September",24,19.9
"1578",2017,"September",25,14.2
"1579",2017,"September",26,15.1
"1580",2017,"September",27,24.6
"1581",2017,"September",28,18.5
"1582",2017,"September",29,18.4
"1583",2017,"September",30,15.4
"1584",2017,"October",1,17.2
"1585",2017,"October",2,16.4
"1586",2017,"October",3,22.3
"1587",2017,"October",4,20.8
"1588",2017,"October",5,19.4
"1589",2017,"October",6,15
"1590",2017,"October",7,23.7
"1591",2017,"October",8,25.3
"1592",2017,"October",9,18.7
"1593",2017,"October",10,18.8
"1594",2017,"October",11,25.6
"1595",2017,"October",12,19.2
"1596",2017,"October",13,16.7
"1597",2017,"October",14,16.1
"1598",2017,"October",15,17.6
"1599",2017,"October",16,28.6
"1600",2017,"October",17,30.2
"1601",2017,"October",18,30.9
"1602",2017,"October",19,25.6
"1603",2017,"October",20,16.2
"1604",2017,"October",21,15.4
"1605",2017,"October",22,16
"1606",2017,"October",23,19
"1607",2017,"October",24,20.5
"1608",2017,"October",25,18.5
"1609",2017,"October",26,16.8
"1610",2017,"October",27,27.4
"1611",2017,"October",28,21.4
"1612",2017,"October",29,28.6
"1613",2017,"October",30,17
"1614",2017,"October",31,16.4
"1615",2017,"November",1,18
"1616",2017,"November",2,17.4
"1617",2017,"November",3,16.6
"1618",2017,"November",4,15.8
"1619",2017,"November",5,17.6
"1620",2017,"November",6,16.1
"1621",2017,"November",7,15.8
"1622",2017,"November",8,16.9
"1623",2017,"November",9,21.8
"1624",2017,"November",10,27.2
"1625",2017,"November",11,24.7
"1626",2017,"November",12,23.3
"1627",2017,"November",13,33
"1628",2017,"November",14,33.9
"1629",2017,"November",15,31.4
"1630",2017,"November",16,21.3
"1631",2017,"November",17,26.8
"1632",2017,"November",18,28.1
"1633",2017,"November",19,29.3
"1634",2017,"November",20,30.8
"1635",2017,"November",21,32.9
"1636",2017,"November",22,32.6
"1637",2017,"November",23,31.9
"1638",2017,"November",24,30.7
"1639",2017,"November",25,32.5
"1640",2017,"November",26,28.3
"1641",2017,"November",27,21.2
"1642",2017,"November",28,31
"1643",2017,"November",29,35.8
"1644",2017,"November",30,34.9
"1645",2017,"December",1,23.5
"1646",2017,"December",2,16.4
"1647",2017,"December",3,17.1
"1648",2017,"December",4,17.5
"1649",2017,"December",5,22.8
"1650",2017,"December",6,21.3
"1651",2017,"December",7,21.9
"1652",2017,"December",8,18.7
"1653",2017,"December",9,23
"1654",2017,"December",10,22.2
"1655",2017,"December",11,20.7
"1656",2017,"December",12,26.4
"1657",2017,"December",13,37.6
"1658",2017,"December",14,23.1
"1659",2017,"December",15,26.4
"1660",2017,"December",16,24.6
"1661",2017,"December",17,24.5
"1662",2017,"December",18,33
"1663",2017,"December",19,37.4
"1664",2017,"December",20,24.5
"1665",2017,"December",21,23.7
"1666",2017,"December",22,27.7
"1667",2017,"December",23,30.2
"1668",2017,"December",24,19.4
"1669",2017,"December",25,21.4
"1670",2017,"December",26,30.5
"1671",2017,"December",27,34.5
"1672",2017,"December",28,32.8
"1673",2017,"December",29,24.4
"1674",2017,"December",30,21.3
"1675",2017,"December",31,25.7
"1676",2018,"January",1,25.3
"1677",2018,"January",2,21.8
"1678",2018,"January",3,21
"1679",2018,"January",4,23.6
"1680",2018,"January",5,30.7
"1681",2018,"January",6,41.7
"1682",2018,"January",7,21.8
"1683",2018,"January",8,21.9
"1684",2018,"January",9,22.5
"1685",2018,"January",10,25.6
"1686",2018,"January",11,34.5
"1687",2018,"January",12,30
"1688",2018,"January",13,20.9
"1689",2018,"January",14,19.5
"1690",2018,"January",15,20.9
"1691",2018,"January",16,26.9
"1692",2018,"January",17,30.3
"1693",2018,"January",18,40
"1694",2018,"January",19,40.3
"1695",2018,"January",20,24.6
"1696",2018,"January",21,28.2
"1697",2018,"January",22,23.9
"1698",2018,"January",23,23.6
"1699",2018,"January",24,23.3
"1700",2018,"January",25,26.6
"1701",2018,"January",26,28.4
"1702",2018,"January",27,33.2
"1703",2018,"January",28,38.1
"1704",2018,"January",29,33.5
"1705",2018,"January",30,21
"1706",2018,"January",31,19.1
"1707",2018,"February",1,22.5
"1708",2018,"February",2,22.1
"1709",2018,"February",3,28.1
"1710",2018,"February",4,25.7
"1711",2018,"February",5,25.7
"1712",2018,"February",6,29.9
"1713",2018,"February",7,37.4
"1714",2018,"February",8,27.5
"1715",2018,"February",9,24.9
"1716",2018,"February",10,30.3
"1717",2018,"February",11,21.2
"1718",2018,"February",12,23.6
"1719",2018,"February",13,29
"1720",2018,"February",14,23.3
"1721",2018,"February",15,24.2
"1722",2018,"February",16,22.2
"1723",2018,"February",17,25.3
"1724",2018,"February",18,24
"1725",2018,"February",19,25.4
"1726",2018,"February",20,29.5
"1727",2018,"February",21,29.3
"1728",2018,"February",22,31
"1729",2018,"February",23,33.5
"1730",2018,"February",24,31.6
"1731",2018,"February",25,19.8
"1732",2018,"February",26,26.5
"1733",2018,"February",27,31.3
"1734",2018,"February",28,30.9
"1735",2018,"March",1,20.5
"1736",2018,"March",2,22.8
"1737",2018,"March",3,32.7
"1738",2018,"March",4,21
"1739",2018,"March",5,21.1
"1740",2018,"March",6,27.6
"1741",2018,"March",7,28.5
"1742",2018,"March",8,30.5
"1743",2018,"March",9,28.8
"1744",2018,"March",10,35.1
"1745",2018,"March",11,22.8
"1746",2018,"March",12,20.9
"1747",2018,"March",13,20.5
"1748",2018,"March",14,21.3
"1749",2018,"March",15,20.8
"1750",2018,"March",16,24.4
"1751",2018,"March",17,32
"1752",2018,"March",18,23.1
"1753",2018,"March",19,28
"1754",2018,"March",20,19.2
"1755",2018,"March",21,25.1
"1756",2018,"March",22,28.1
"1757",2018,"March",23,29.4
"1758",2018,"March",24,24.2
"1759",2018,"March",25,25.4
"1760",2018,"March",26,18.5
"1761",2018,"March",27,22.6
"1762",2018,"March",28,30.3
"1763",2018,"March",29,21.8
"1764",2018,"March",30,23.3
"1765",2018,"March",31,22.4
"1766",2018,"April",1,27.7
"1767",2018,"April",2,20.9
"1768",2018,"April",3,19.8
"1769",2018,"April",4,20.6
"1770",2018,"April",5,18.7
"1771",2018,"April",6,21.2
"1772",2018,"April",7,21.6
"1773",2018,"April",8,29.9
"1774",2018,"April",9,25.7
"1775",2018,"April",10,28.8
"1776",2018,"April",11,27.3
"1777",2018,"April",12,26.5
"1778",2018,"April",13,25.9
"1779",2018,"April",14,16.1
"1780",2018,"April",15,19.1
"1781",2018,"April",16,21
"1782",2018,"April",17,16.6
"1783",2018,"April",18,19.4
"1784",2018,"April",19,22.3
"1785",2018,"April",20,20.2
"1786",2018,"April",21,22.8
"1787",2018,"April",22,20.4
"1788",2018,"April",23,26.9
"1789",2018,"April",24,24.6
"1790",2018,"April",25,20.1
"1791",2018,"April",26,17.5
"1792",2018,"April",27,17.8
"1793",2018,"April",28,18.3
"1794",2018,"April",29,18
"1795",2018,"April",30,19.6
"1796",2018,"May",1,23.4
"1797",2018,"May",2,23.2
"1798",2018,"May",3,24.4
"1799",2018,"May",4,17.2
"1800",2018,"May",5,21.6
"1801",2018,"May",6,21.7
"1802",2018,"May",7,19.5
"1803",2018,"May",8,17.9
"1804",2018,"May",9,18.4
"1805",2018,"May",10,12.8
"1806",2018,"May",11,15.1
"1807",2018,"May",12,16.9
"1808",2018,"May",13,16.2
"1809",2018,"May",14,15.9
"1810",2018,"May",15,14.6
"1811",2018,"May",16,14.3
"1812",2018,"May",17,15
"1813",2018,"May",18,17.7
